,Word,V,A,D
772,avert,5.16,3.62,5.22
773,aviation,5.9,4.05,5.62
774,aviator,6.39,4.67,6.13
775,avid,5.74,4.32,5.71
776,avocado,6.32,4.05,5.22
777,avoid,4.1,3.92,4.81
778,avoidance,3.35,4.95,4.88
779,await,5.33,2.91,4.71
780,awake,6.76,5.5,6.68
781,awaken,6.05,4.29,6.09
782,awakening,6.41,4.67,6.54
783,award,7.86,5.85,6.9
784,aware,6.86,4.7,7.05
785,awareness,6.45,3.73,7.22
786,awe,6.85,3.83,5.85
787,awed,6.05,4.21,6.0
788,awesome,7.86,6.05,7.11
789,awful,2.28,4.86,3.06
790,awkward,2.95,4.55,4.25
791,awkwardness,3.86,4.65,4.13
792,awning,5.79,2.9,5.29
793,axe,3.48,5.64,5.55
794,axis,4.19,3.92,5.59
795,axle,4.67,2.45,5.3
796,babble,4.55,4.0,4.74
797,babe,6.86,4.25,6.79
798,baboon,5.55,5.11,4.96
799,baby,6.67,4.97,4.94
800,babysit,4.74,3.67,5.74
801,babysitter,6.55,3.48,5.68
802,Bacardi,5.68,4.36,5.79
803,bachelor,5.58,4.14,5.13
804,bachelorette,5.52,4.09,4.89
805,back,4.76,2.59,5.22
806,backboard,4.7,3.41,5.47
807,backbone,5.16,4.05,6.4
808,backdoor,4.86,3.85,5.43
809,backdrop,5.45,2.7,5.27
810,backer,4.73,3.53,5.62
811,backfire,3.0,4.79,3.5
812,backgammon,5.6,2.06,4.83
813,background,5.05,3.67,5.57
814,backhand,3.5,4.61,4.9
815,backpack,6.05,3.68,6.5
816,backroom,4.6,3.5,5.08
817,backseat,4.84,3.32,3.9
818,backside,4.58,3.68,5.22
819,backtrack,4.26,3.15,5.3
820,backup,5.85,3.45,5.85
821,backwater,4.33,3.84,5.0
822,backwoods,5.0,2.57,5.21
823,backyard,6.1,3.88,6.79
824,bacon,7.52,4.16,6.11
825,bacteria,3.3,4.24,3.44
826,bacterial,3.68,5.0,3.6
827,bad,3.24,4.86,3.56
828,badass,6.14,6.68,6.0
829,badge,5.24,4.4,5.75
830,badger,4.63,4.35,4.58
831,badness,3.55,4.38,4.08
832,bag,5.05,3.43,5.62
833,bagel,6.32,3.6,5.17
834,baggage,4.5,4.0,5.95
835,baggie,5.43,3.55,5.33
836,baggy,4.45,4.05,5.21
837,bagman,4.7,2.7,3.86
838,bail,3.79,3.91,4.0
839,bailiff,3.95,4.33,4.86
840,bait,4.0,3.5,5.95
841,bake,7.2,5.0,6.83
842,bakery,6.79,3.86,5.74
843,balance,6.84,4.13,5.47
844,balcony,6.11,4.0,5.09
845,bald,2.85,3.71,4.5
846,balding,3.05,3.38,3.65
847,baldy,3.95,2.7,5.22
848,bale,4.9,2.78,4.91
849,ball,6.14,3.48,5.47
850,ballad,6.33,3.6,6.32
851,ballast,4.67,4.06,4.86
852,ballerina,6.79,3.73,5.59
853,ballet,6.86,3.72,5.62
854,ballgame,7.0,4.65,5.26
855,ballistic,5.0,4.09,4.3
856,ballistics,4.05,5.58,4.71
857,balloon,6.84,3.9,5.45
858,ballot,5.29,4.15,5.45
859,ballpark,5.44,3.85,5.16
860,ballplayer,5.26,4.09,6.24
861,ballpoint,5.1,2.46,5.26
862,ballroom,5.75,4.27,5.67
863,ballsy,4.9,5.29,5.88
864,balm,6.24,3.36,5.58
865,balmy,5.23,4.23,5.47
866,bam,5.05,3.96,4.9
867,bamboo,6.33,3.2,5.6
868,ban,3.38,5.2,5.86
869,banana,6.71,3.21,6.05
870,band,6.44,4.52,5.56
871,bandage,3.63,3.64,4.4
872,bandanna,5.26,3.15,5.42
873,bandit,3.88,5.18,4.77
874,bandstand,5.81,3.54,5.25
875,bandwagon,3.95,3.95,5.25
876,bandwidth,5.32,3.43,4.91
877,bane,3.9,3.95,3.5
878,bang,5.1,6.09,4.89
879,banger,4.05,3.33,5.45
880,banish,3.85,4.71,4.64
881,banister,5.42,2.55,5.83
882,banjo,6.35,3.53,5.09
883,bank,6.0,4.19,4.78
884,banker,4.89,3.38,5.32
885,banking,5.47,4.24,4.74
886,bankroll,6.05,4.95,5.58
887,bankrupt,2.21,5.49,3.41
888,bankruptcy,2.52,5.39,3.31
889,banner,5.17,3.55,5.17
890,banquet,6.11,4.57,5.0
891,banshee,3.58,5.09,4.15
892,banter,5.48,3.5,5.27
893,banzai,5.65,4.73,5.71
894,baptism,6.62,3.96,5.23
895,baptize,5.59,3.32,6.57
896,bar,5.0,4.53,5.48
897,barbarian,3.14,6.26,3.67
898,barbaric,3.43,5.6,4.31
899,barbecue,7.1,5.55,5.59
900,barbed,3.75,5.1,4.58
901,barber,4.89,3.18,5.91
902,barbershop,5.37,3.18,5.82
903,bard,4.45,2.94,5.32
904,bare,5.5,4.65,5.58
905,barefoot,6.91,4.33,6.82
906,barf,2.32,5.0,3.71
907,bargain,7.63,5.48,6.11
908,bargaining,5.37,4.14,6.37
909,barge,5.44,3.15,4.52
910,baritone,6.05,4.0,4.74
911,barium,4.9,2.91,4.85
912,bark,4.86,3.4,4.82
913,barkeep,5.7,3.71,5.54
914,barley,4.95,3.62,5.79
915,barmaid,4.85,4.6,4.59
916,barman,5.28,4.95,4.74
917,barn,6.16,3.57,5.65
918,barnacle,5.27,3.52,3.68
919,barnyard,5.65,2.55,5.15
920,barometer,5.0,2.88,3.82
921,baron,3.9,3.88,4.95
922,baroness,4.75,4.36,5.53
923,barracuda,4.85,5.16,3.47
924,barrage,4.24,3.96,4.64
925,barrel,4.92,3.43,4.94
926,barren,3.79,3.59,3.7
927,barricade,4.32,4.23,4.77
928,barrier,4.47,4.7,4.88
929,barrister,4.95,3.18,4.96
930,barroom,4.9,4.65,4.71
931,bartender,5.63,4.95,6.15
932,barter,5.64,4.74,6.45
933,base,5.68,3.1,6.37
934,baseball,5.79,3.15,6.05
935,baseline,5.4,2.52,5.16
936,baseman,5.19,3.95,5.05
937,basement,4.81,3.33,5.26
938,bash,3.68,5.14,4.46
939,bashful,5.55,4.36,4.74
940,basic,5.5,2.95,6.05
941,basics,5.86,3.14,5.55
942,basil,6.43,3.82,5.36
943,basin,5.47,2.77,4.75
944,basis,5.42,2.68,5.18
945,bask,6.37,3.86,6.17
946,basket,5.66,2.48,5.3
947,basketball,5.67,4.35,5.05
948,bass,5.23,4.87,5.89
949,bastard,3.31,5.1,2.59
950,bat,4.81,4.57,4.29
951,batch,5.57,3.29,5.43
952,bath,7.0,3.25,6.64
953,bathe,7.5,3.15,6.5
954,bathhouse,5.32,4.0,5.68
955,bathing,6.14,3.23,6.93
956,bathrobe,6.48,4.05,5.47
957,bathroom,5.26,2.86,5.25
958,bathtub,6.26,3.63,5.91
959,baton,4.63,3.64,5.38
960,battalion,5.14,4.76,4.77
961,batter,5.24,3.85,6.0
962,battered,2.95,3.86,3.22
963,battering,2.75,4.67,4.36
964,battery,4.26,3.95,4.35
965,battle,3.52,6.25,5.63
966,battlefield,3.89,6.48,4.05
967,battleground,4.09,5.76,4.09
968,battlements,3.7,4.52,5.14
969,battleship,4.43,3.41,5.3
970,batty,4.44,4.05,4.21
971,bauble,5.71,3.83,4.67
972,bawl,3.58,4.86,4.14
973,bay,7.23,3.26,4.86
974,bayonet,4.68,4.45,5.17
975,bayou,6.2,3.81,5.44
976,bazaar,6.42,5.9,5.48
977,bazooka,5.37,6.1,4.04
978,be,6.18,3.43,5.5
979,beach,7.21,5.1,5.7
980,beacon,5.18,4.52,5.32
981,bead,6.05,3.4,3.91
982,beady,4.58,3.73,4.73
983,beak,4.9,2.81,4.28
984,beaker,5.5,3.79,6.0
985,beam,5.74,3.59,6.54
986,bean,6.0,2.95,5.6
987,beanbag,5.88,3.0,6.17
988,beanie,5.58,3.58,5.36
989,bear,5.33,4.5,3.59
990,bearable,5.72,3.57,5.47
991,beard,5.09,3.18,5.42
992,bearded,5.67,5.53,6.06
993,bearer,4.95,4.7,5.67
994,bearings,5.43,3.29,5.32
995,bearskin,4.25,3.95,5.6
996,beast,4.42,5.83,4.08
997,beastly,4.19,6.22,4.38
998,beat,4.38,5.52,5.59
999,beater,3.06,4.22,4.84
1000,beatnik,3.89,4.21,4.61
1001,beautiful,7.61,5.71,6.17
1002,beauty,7.58,4.89,5.6
1003,beaver,5.0,4.05,5.15
1004,bebop,6.26,3.95,5.25
1005,become,6.32,3.43,6.18
1006,bed,7.16,3.0,6.73
1007,bedding,5.05,3.65,6.0
1008,bedpan,2.74,5.05,4.0
1009,bedroom,7.0,4.9,6.84
1010,bedside,5.89,2.96,5.93
1011,bedspread,6.05,2.7,6.0
1012,bedtime,6.57,3.76,7.05
1013,bee,3.68,5.65,5.32
1014,beef,6.11,4.37,6.32
1015,beefsteak,5.53,4.05,5.61
1016,beehive,4.26,5.39,4.47
1017,beep,5.11,3.82,4.74
1018,beeper,4.9,3.16,4.18
1019,beer,5.67,4.3,5.33
1020,bees,5.14,5.53,4.2
1021,beeswax,5.15,3.62,5.53
1022,beetle,4.2,4.45,5.93
1023,befall,3.91,4.24,4.27
1024,befriend,7.14,4.25,6.32
1025,beg,3.72,4.65,3.17
1026,beggar,2.92,4.29,4.16
1027,begin,6.44,2.85,5.72
1028,beginner,5.15,3.5,4.79
1029,beginning,6.39,3.0,5.72
1030,begrudge,3.95,4.47,5.33
1031,behave,6.25,3.72,7.05
1032,behavior,5.28,4.27,5.88
1033,behavioral,5.1,4.1,5.96
1034,behold,6.48,3.88,6.59
1035,beholden,5.05,3.24,4.84
1036,beige,5.26,2.6,5.05
1037,belated,4.21,3.19,5.32
1038,belay,5.5,3.43,4.72
1039,belch,4.18,4.77,4.75
1040,belief,6.14,3.95,7.18
1041,believable,6.89,4.05,5.3
1042,believe,7.05,3.33,6.56
1043,believer,5.64,4.1,6.4
1044,belittle,2.7,4.05,2.92
1045,bell,5.67,4.7,6.16
1046,bellboy,4.95,3.13,5.08
1047,bellhop,5.47,4.0,5.37
1048,belligerent,3.11,5.0,3.56
1049,bellman,5.35,3.25,4.93
1050,bellow,4.63,4.75,6.26
1051,belly,4.37,3.75,4.96
1052,bellybutton,5.73,4.95,5.19
1053,bellyful,5.85,3.28,5.17
1054,belong,6.5,2.9,5.44
1055,belongings,6.09,3.96,6.17
1056,beloved,7.38,4.91,6.85
1057,belt,4.44,3.45,5.75
1058,beluga,5.1,3.77,5.74
1059,bench,5.5,3.46,5.81
1060,bend,5.75,4.4,6.0
1061,benefactor,6.0,2.95,4.5
1062,beneficial,6.61,4.18,6.3
1063,beneficiary,6.19,4.45,6.5
1064,benefit,6.87,3.53,6.25
1065,benevolence,6.29,4.35,5.43
1066,benevolent,5.95,3.6,5.0
1067,benign,5.86,3.26,6.0
1068,benzene,4.53,3.95,4.92
1069,bequeath,4.64,4.39,5.6
1070,bereaved,3.65,5.23,4.45
1071,bereavement,3.2,4.45,3.97
1072,beret,5.05,3.78,4.79
1073,berserk,3.75,5.08,4.29
1074,berth,4.52,2.71,5.3
1075,beryllium,5.6,3.87,4.93
1076,beseech,4.89,4.77,4.26
1077,bestow,6.5,3.8,6.27
1078,bestseller,6.82,5.89,6.14
1079,bet,4.95,4.76,5.5
1080,beta,5.55,3.6,4.41
1081,betray,2.52,5.33,3.86
1082,betrayal,2.24,5.71,3.12
1083,beverage,7.17,3.38,6.58
1084,beware,3.3,5.24,5.32
1085,bewildered,4.32,4.57,4.42
1086,bias,3.95,4.27,5.44
1087,biased,4.21,5.52,4.57
1088,bib,5.78,3.57,5.16
1089,bible,5.74,3.65,5.0
1090,biblical,6.52,3.73,5.3
1091,bicarbonate,4.9,3.5,4.86
1092,bicentennial,6.3,4.7,5.5
1093,biceps,5.95,4.42,6.45
1094,bicker,2.81,5.13,4.54
1095,bicycle,6.71,3.95,6.2
1096,bid,5.16,4.0,5.67
1097,bidder,5.39,3.5,5.32
1098,bidding,5.29,4.91,5.76
1099,bide,4.5,3.61,5.41
1100,big,5.64,4.33,5.61
1101,bigamy,3.15,4.36,4.21
1102,biggie,5.32,3.76,5.36
1103,bighorn,4.77,4.65,5.26
1104,bigmouth,3.71,5.3,5.58
1105,bigot,2.75,5.37,3.12
1106,bigotry,2.24,6.15,4.53
1107,bike,6.1,3.62,5.89
1108,biker,5.32,4.04,4.68
1109,bikini,5.57,5.43,5.57
1110,bilateral,5.23,2.86,5.23
1111,bile,2.61,4.1,3.5
1112,bilge,4.55,3.73,4.79
1113,bill,3.11,4.0,4.0
1114,billboard,4.25,4.0,5.15
1115,billiard,6.1,4.0,6.1
1116,billing,3.23,5.18,4.47
1117,billion,6.8,5.44,6.5
1118,billionaire,6.0,6.75,6.36
1119,bimbo,3.1,3.52,4.84
1120,bin,4.95,3.04,5.21
1121,binary,4.58,3.29,4.6
1122,bind,4.82,4.53,4.24
1123,binder,5.16,3.17,5.29
1124,binding,4.15,4.21,4.27
1125,binge,3.53,5.18,5.21
1126,bingo,5.62,5.0,5.23
1127,binoculars,5.57,2.58,6.1
1128,bio,5.2,3.14,6.05
1129,biochemical,4.05,4.21,4.21
1130,biochemist,5.37,4.19,5.3
1131,biochemistry,5.48,3.67,5.14
1132,biographer,5.53,3.05,5.57
1133,biography,5.4,3.0,5.95
1134,biological,6.57,3.52,5.11
1135,biologist,5.85,3.27,5.85
1136,biology,6.0,4.1,4.45
1137,bionic,5.42,5.18,4.91
1138,biopsy,3.1,3.46,3.9
1139,bipolar,3.26,5.0,3.18
1140,birch,6.53,2.85,5.0
1141,bird,6.75,3.83,5.88
1142,birdcage,5.2,4.23,4.52
1143,birdie,6.47,3.43,5.43
1144,birdman,5.0,4.15,5.5
1145,birth,6.52,5.75,5.0
1146,birthday,6.37,4.6,6.07
1147,birthing,5.29,6.4,4.9
1148,birthmark,4.6,3.0,4.24
1149,birthplace,6.95,3.41,4.85
1150,birthright,5.63,4.58,6.75
1151,biscuit,6.45,2.91,6.26
1152,bisexual,4.74,4.5,5.09
1153,bishop,4.53,3.77,4.82
1154,bisque,5.42,2.78,5.19
1155,bistro,5.95,4.33,5.18
1156,bit,5.05,3.86,5.53
1157,bitch,2.55,5.95,3.65
1158,bitchy,3.11,4.83,4.24
1159,bite,3.52,5.1,6.58
1160,biter,3.59,5.27,4.5
1161,bitsy,5.33,3.05,4.78
1162,bitter,3.63,4.64,4.58
1163,bitterness,3.15,5.1,4.62
1164,bittersweet,5.09,4.21,4.52
1165,bitty,5.16,3.6,5.2
1166,biz,4.7,4.42,5.27
1167,bizarre,4.41,5.0,4.5
1168,blab,3.7,4.74,4.52
1169,blabbermouth,2.9,4.48,4.26
1170,black,5.4,3.58,5.48
1171,blackberry,6.63,3.24,5.45
1172,blackbird,5.62,3.5,5.04
1173,blackboard,4.95,4.0,6.0
1174,blacken,4.1,3.95,4.74
1175,blackface,3.2,4.43,4.48
1176,blackjack,5.0,5.05,5.0
1177,blacklist,3.45,4.0,3.21
1178,blackmail,2.59,5.44,3.98
1179,blackmailer,2.05,5.11,2.77
1180,blackness,3.82,4.52,5.23
1181,blackout,3.73,4.89,2.76
1182,blacksmith,5.58,3.24,6.0
1183,bladder,4.58,3.78,5.53
1184,blade,3.9,4.52,4.56
1185,blame,2.94,4.81,3.33
1186,blameless,5.45,3.74,5.19
1187,bland,3.88,2.43,5.77
1188,blank,4.67,2.9,4.68
1189,blanket,7.05,2.23,6.75
1190,blare,4.8,4.68,4.79
1191,blase,4.46,3.62,4.45
1192,blasphemous,3.18,4.62,3.27
1193,blasphemy,2.95,5.65,4.6
1194,blast,4.45,4.5,4.45
1195,blaster,4.89,5.0,5.38
1196,blastoff,6.33,5.2,5.28
1197,blatant,3.68,4.62,5.45
1198,blaze,4.47,5.33,4.2
1199,blazer,5.5,4.22,5.46
1200,bleach,4.62,5.3,4.89
1201,bleak,3.96,3.18,3.85
1202,bleed,2.47,5.0,3.75
1203,bleeder,3.29,5.9,3.6
1204,bleep,5.0,4.85,5.27
1205,blemish,3.1,4.81,5.12
1206,blend,5.63,3.48,5.36
1207,blender,5.16,4.05,5.53
1208,bless,7.0,4.57,6.26
1209,blessed,7.5,3.55,5.32
1210,blessing,7.18,4.21,6.1
1211,bleu,4.84,3.67,5.43
1212,blight,3.14,4.24,3.92
1213,blimp,5.14,3.59,4.67
1214,blind,2.8,3.73,3.04
1215,blindfold,4.55,3.65,3.5
1216,blinding,3.37,5.24,4.0
1217,blindness,2.55,4.78,2.38
1218,blink,5.25,3.12,4.83
1219,blip,4.52,4.4,4.55
1220,bliss,7.62,4.13,6.36
1221,blissful,7.67,3.74,6.08
1222,blister,2.87,4.7,4.52
1223,blistering,4.24,3.61,4.3
1224,blitz,5.6,5.9,5.45
1225,blizzard,4.36,6.53,3.65
1226,bloat,3.4,3.78,3.86
1227,bloated,2.8,3.0,3.24
1228,blob,3.9,3.57,5.44
1229,block,4.48,4.25,6.21
1230,blockade,3.45,3.4,4.36
1231,blockage,3.7,4.19,3.57
1232,blockbuster,5.68,5.35,5.75
1233,blockhead,4.81,4.25,4.88
1234,blog,5.14,3.61,6.11
1235,bloke,5.0,4.24,4.78
1236,blond,6.08,3.0,5.38
1237,blonde,6.0,5.75,5.56
1238,blood,3.48,5.76,3.94
1239,bloodbath,2.05,4.86,3.28
1240,bloodhound,5.0,4.59,4.84
1241,bloodline,5.71,4.0,3.73
1242,bloodshed,3.61,5.22,3.19
1243,bloodshot,2.85,4.72,4.04
1244,bloodstream,5.05,3.77,4.7
1245,bloodthirsty,2.55,4.9,4.68
1246,bloody,2.86,5.76,3.75
1247,bloom,6.4,4.87,6.05
1248,bloomers,6.26,4.57,5.13
1249,blooming,7.19,3.04,5.0
1250,blossom,7.05,4.75,5.64
1251,blot,4.37,3.05,5.29
1252,blotter,5.5,4.14,5.26
1253,blouse,5.73,3.24,6.59
1254,blow,6.1,4.48,5.0
1255,blowfish,4.62,3.95,4.5
1256,blowjob,6.16,6.5,6.07
1257,blowout,4.27,4.78,4.42
1258,blowtorch,5.22,5.76,4.74
1259,blubber,3.85,4.27,4.72
1260,blue,6.53,3.69,5.79
1261,blueberry,7.11,3.23,5.7
1262,bluebird,7.29,3.55,5.86
1263,bluegrass,5.65,3.35,5.9
1264,bluejay,6.64,3.43,5.0
1265,blueprint,4.95,3.71,5.96
1266,blues,3.43,3.61,5.44
1267,bluff,4.58,4.17,5.21
1268,blunder,3.95,4.14,3.64
1269,blunt,4.65,4.61,5.63
1270,blur,4.45,3.88,4.96
1271,blurry,4.1,2.83,3.57
1272,blurt,4.9,4.64,3.95
1273,blush,6.38,4.74,4.25
1274,boa,3.63,5.23,3.61
1275,boar,5.0,3.08,4.68
1276,board,5.33,3.52,5.37
1277,boarder,5.15,3.75,5.44
1278,boarding,5.22,3.25,4.72
1279,boardroom,4.38,3.75,5.38
1280,boardwalk,6.86,4.08,6.17
1281,boast,4.24,4.36,6.33
1282,boat,6.36,4.05,5.59
1283,boathouse,6.05,4.83,5.0
1284,boating,6.63,4.64,5.82
1285,boatload,5.45,4.29,5.19
1286,boatman,5.38,3.6,6.33
1287,bobcat,5.38,5.0,4.36
1288,bobsled,6.0,4.57,5.52
1289,bode,4.71,4.0,4.9
1290,bodega,5.05,4.0,3.93
1291,bodily,4.74,3.71,4.29
1292,body,5.95,4.62,5.76
1293,bodyguard,5.29,4.55,5.64
1294,bog,3.57,3.68,5.0
1295,bogey,3.58,4.86,3.75
1296,bogeyman,3.81,4.67,3.69
1297,bogus,2.84,5.32,3.59
1298,bohemian,6.05,4.79,4.25
1299,boil,4.48,5.42,5.4
1300,boiler,4.47,3.23,5.08
1301,bold,6.68,4.86,6.39
1302,bollocks,4.68,4.38,4.75
1303,bolt,3.9,4.55,4.64
1304,bomb,2.47,5.71,3.14
1305,bombardier,4.73,4.48,4.05
1306,bombardment,3.14,5.48,3.0
1307,bomber,2.84,6.24,3.94
1308,bombing,2.1,7.11,3.42
1309,bombshell,5.68,5.5,4.5
1310,bonanza,6.09,4.42,5.71
1311,bonbon,6.71,4.17,6.11
1312,bondage,4.38,5.65,4.28
1313,bonding,6.45,3.81,6.18
1314,bondsman,3.58,4.24,4.5
1315,bone,5.24,4.75,6.0
1316,bonehead,4.05,4.46,5.08
1317,boner,5.33,5.15,4.8
1318,bonfire,6.53,4.67,5.35
1319,bong,4.26,4.05,5.95
1320,bonkers,4.95,5.08,4.29
1321,bonnet,4.89,2.96,6.0
1322,bonny,5.1,3.22,5.19
1323,bonsai,6.38,4.1,5.95
1324,bonus,8.05,6.9,6.19
1325,bony,4.95,4.89,5.31
1326,boob,5.29,5.3,5.83
1327,booby,7.23,5.33,5.91
1328,booger,3.25,3.8,4.33
1329,boogeyman,3.55,5.09,3.0
1330,boogie,3.8,4.55,4.96
1331,book,7.05,3.13,6.41
1332,bookcase,6.1,3.38,6.06
1333,bookie,4.57,4.0,4.0
1334,bookkeeper,5.58,3.61,6.0
1335,bookkeeping,5.16,3.48,5.83
1336,booklet,5.52,3.55,5.62
1337,bookmaker,5.59,3.09,5.9
1338,bookmark,6.26,3.0,6.47
1339,bookshop,6.7,4.22,7.0
1340,bookstore,7.19,4.25,7.15
1341,bookworm,6.67,2.47,5.32
1342,boom,4.74,5.57,5.14
1343,boomer,4.1,3.77,5.3
1344,boomerang,5.91,4.57,5.14
1345,boon,4.84,3.45,5.68
1346,boost,6.53,4.7,6.25
1347,booster,4.52,3.39,4.85
1348,boot,5.3,3.95,6.24
1349,booth,5.25,4.35,5.17
1350,bootleg,3.68,4.69,5.0
1351,bootlegger,5.56,4.85,5.56
1352,boots,5.89,3.52,5.08
1353,booty,5.63,5.43,5.3
1354,booze,5.0,5.08,5.15
1355,bop,5.63,3.95,5.4
1356,bopper,5.33,3.23,5.24
1357,border,4.68,4.3,4.74
1358,borderline,4.0,4.39,4.84
1359,bored,2.95,3.65,4.96
1360,boredom,2.77,2.58,5.04
1361,boring,2.71,2.85,6.05
1362,born,7.33,3.9,3.78
1363,boron,4.1,2.91,5.28
1364,borough,5.0,3.45,5.22
1365,borrow,5.18,4.55,6.16
1366,bosom,6.44,4.7,5.0
1367,boss,4.76,4.43,4.65
1368,bossy,2.86,4.68,4.73
1369,botanical,5.77,3.25,5.73
1370,botany,5.55,3.0,4.81
1371,bother,4.44,4.2,4.22
1372,bottle,5.47,3.32,5.88
1373,bottleneck,4.5,4.48,5.0
1374,bottling,5.37,3.61,5.0
1375,bottom,3.61,3.19,3.44
1376,bottomless,5.71,4.3,4.64
1377,botulism,3.4,4.57,3.3
1378,bounce,6.1,4.68,6.15
1379,bouncer,4.37,4.33,5.29
1380,bouncy,6.64,4.54,5.54
1381,bound,4.05,5.55,4.85
1382,boundary,4.75,4.17,3.95
1383,bountiful,6.27,4.43,6.16
1384,bounty,4.37,4.85,5.45
1385,bouquet,6.67,3.33,5.76
1386,bourbon,5.7,5.95,5.69
1387,bout,3.9,3.67,5.3
1388,boutique,6.1,4.33,5.88
1389,bovine,4.4,3.5,6.19
1390,bow,5.46,3.85,5.95
1391,bowel,3.21,3.57,4.5
1392,bowels,3.25,3.67,5.04
1393,bowl,5.67,3.21,5.58
1394,bowler,5.18,3.64,5.35
1395,bowling,6.68,4.05,5.2
1396,box,5.33,2.67,4.67
1397,boxcar,5.5,4.21,4.95
1398,boxer,5.21,4.14,5.64
1399,boxers,5.05,4.52,5.96
1400,boxing,4.47,5.73,5.63
1401,boy,5.84,4.11,5.5
1402,boycott,4.2,5.0,6.52
1403,boyfriend,7.06,4.9,5.17
1404,boyhood,5.42,3.45,5.35
1405,boyish,5.73,4.63,5.62
1406,boysenberry,5.95,3.19,5.8
1407,bozo,4.35,4.32,4.5
1408,bra,5.9,3.92,5.63
1409,brace,4.85,3.9,4.97
1410,bracelet,6.48,3.96,5.0
1411,bracket,4.63,3.15,5.05
1412,brag,4.05,3.5,5.32
1413,braid,5.78,3.9,5.6
1414,brain,6.22,3.35,6.28
1415,brainless,3.57,3.95,4.11
1416,brainstorm,6.57,4.29,6.55
1417,brainwash,3.11,5.9,2.88
1418,brainy,6.26,5.05,6.92
1419,brake,4.9,3.82,5.67
1420,bran,4.84,2.26,5.05
1421,branch,5.15,2.67,4.91
1422,brand,5.05,2.82,4.57
1423,brandy,5.67,3.86,5.5
1424,brash,4.38,3.55,5.33
1425,brass,5.05,4.0,5.95
1426,brassiere,6.0,4.68,5.54
1427,brat,2.67,4.67,4.61
1428,bratwurst,5.65,2.75,4.81
1429,bravado,5.89,4.7,6.04
1430,brave,7.38,4.95,6.84
1431,bravery,7.38,5.84,6.57
1432,brawl,3.64,5.38,4.73
1433,brawn,5.0,4.65,5.57
1434,brazen,5.0,5.67,5.64
1435,breach,3.67,3.46,4.76
1436,bread,6.52,3.85,6.05
1437,breadth,4.63,3.61,5.5
1438,break,5.1,4.71,4.5
1439,breakaway,4.67,4.6,5.81
1440,breakdown,3.48,4.73,3.62
1441,breaker,3.91,4.75,5.52
1442,breakfast,7.39,5.0,6.83
1443,breakthrough,6.35,5.68,6.58
1444,breakup,2.19,6.33,3.72
1445,breast,6.64,5.39,5.0
1446,breath,6.61,2.35,5.78
1447,breathe,7.17,2.6,6.22
1448,breather,5.95,2.85,5.42
1449,breathless,4.95,5.73,5.19
1450,breathtaking,7.0,5.38,5.52
1451,breech,3.14,3.57,5.05
1452,breed,5.74,4.1,6.17
1453,breeder,4.71,3.79,5.3
1454,breeding,5.62,3.95,5.41
1455,breeze,7.61,3.2,4.55
1456,breezy,6.26,4.19,5.76
1457,brethren,5.62,3.71,5.48
1458,brew,5.42,3.5,5.71
1459,brewery,5.74,4.75,5.46
1460,brewing,6.62,5.85,5.19
1461,briar,4.95,4.0,4.58
1462,bribe,3.32,4.44,4.59
1463,bribery,3.59,5.05,4.14
1464,brick,4.65,2.53,5.0
1465,bridal,6.2,4.84,5.54
1466,bride,6.8,4.5,6.08
1467,bridegroom,6.1,4.33,4.75
1468,bridesmaid,6.19,4.82,5.05
1469,bridge,5.44,3.48,4.78
1470,brief,6.0,3.42,5.39
1471,briefcase,5.2,3.59,6.33
1472,briefing,4.76,3.58,5.88
1473,brig,4.0,3.29,3.5
1474,brigade,4.43,4.44,5.59
1475,bright,6.84,5.0,6.38
1476,brighten,7.37,5.32,6.77
1477,brightness,7.05,4.39,5.79
1478,brilliance,7.09,5.24,6.64
1479,brilliant,7.5,5.95,7.16
1480,brim,5.21,4.0,4.79
1481,brimstone,3.67,3.87,3.65
1482,bring,5.68,4.29,5.72
1483,brink,4.95,4.22,4.53
1484,brisk,5.86,5.3,6.11
1485,brisket,5.6,4.27,5.16
1486,brittle,3.86,4.42,4.5
1487,bro,5.32,3.77,5.13
1488,broach,4.47,3.29,4.61
1489,broad,5.14,3.26,4.23
1490,broadcast,4.89,4.41,4.92
1491,broadcasting,4.68,4.14,5.58
1492,broaden,6.39,3.16,5.6
1493,broadside,3.8,3.16,4.64
1494,broadsword,5.24,4.62,6.0
1495,broccoli,6.0,2.48,5.12
1496,brochure,4.74,3.43,5.32
1497,broken,2.75,4.86,3.76
1498,brokenhearted,2.47,5.41,3.47
1499,broker,4.15,3.77,5.37
1500,brokerage,4.5,3.57,5.16
1501,bromide,4.43,2.75,4.58
1502,bronco,5.83,4.25,4.28
1503,bronze,5.81,3.62,5.4
1504,brooch,5.33,3.64,5.04
1505,brood,4.65,2.57,4.04
1506,brooding,3.29,4.0,4.18
1507,brook,7.0,3.33,6.08
1508,broom,5.5,3.33,5.76
1509,broomstick,5.0,3.32,5.5
1510,broth,5.55,2.27,6.23
1511,brothel,4.63,5.4,4.88
1512,brother,6.18,4.48,5.46
1513,brotherhood,6.42,5.14,6.57
1514,brotherly,7.45,4.44,6.31
1515,brow,5.11,3.23,4.29
1516,brown,5.52,3.32,4.65
1517,brownstone,4.74,2.94,4.94
1518,browse,5.47,3.57,5.95
1519,bruise,3.24,4.04,3.78
1520,bruising,3.42,4.96,4.21
