V,A,D
2.55,5.95,3.65
3.11,4.83,4.24
3.52,5.1,6.58
3.59,5.27,4.5
5.33,3.05,4.78
3.63,4.64,4.58
3.15,5.1,4.62
5.09,4.21,4.52
5.16,3.6,5.2
4.7,4.42,5.27
4.41,5.0,4.5
3.7,4.74,4.52
2.9,4.48,4.26
5.4,3.58,5.48
2.6,5.76,3.79
6.63,3.24,5.45
5.62,3.5,5.04
4.95,4.0,6.0
4.1,3.95,4.74
3.2,4.43,4.48
5.0,5.05,5.0
3.45,4.0,3.21
2.59,5.44,3.98
2.05,5.11,2.77
3.82,4.52,5.23
3.73,4.89,2.76
5.58,3.24,6.0
4.58,3.78,5.53
3.9,4.52,4.56
2.94,4.81,3.33
5.45,3.74,5.19
3.88,2.43,5.77
4.67,2.9,4.68
7.05,2.23,6.75
4.8,4.68,4.79
4.46,3.62,4.45
3.18,4.62,3.27
2.95,5.65,4.6
4.45,4.5,4.45
4.89,5.0,5.38
6.33,5.2,5.28
3.68,4.62,5.45
4.47,5.33,4.2
5.5,4.22,5.46
4.62,5.3,4.89
3.96,3.18,3.85
2.47,5.0,3.75
3.29,5.9,3.6
5.0,4.85,5.27
3.1,4.81,5.12
5.63,3.48,5.36
5.16,4.05,5.53
7.0,4.57,6.26
7.5,3.55,5.32
7.18,4.21,6.1
4.84,3.67,5.43
3.14,4.24,3.92
5.14,3.59,4.67
2.8,3.73,3.04
4.55,3.65,3.5
3.37,5.24,4.0
2.55,4.78,2.38
5.25,3.12,4.83
4.52,4.4,4.55
7.62,4.13,6.36
7.67,3.74,6.08
2.87,4.7,4.52
4.24,3.61,4.3
5.6,5.9,5.45
4.36,6.53,3.65
3.4,3.78,3.86
2.8,3.0,3.24
3.9,3.57,5.44
4.48,4.25,6.21
3.45,3.4,4.36
3.7,4.19,3.57
5.68,5.35,5.75
4.81,4.25,4.88
5.14,3.61,6.11
5.0,4.24,4.78
6.08,3.0,5.38
6.0,5.75,5.56
3.48,5.76,3.94
2.05,4.86,3.28
5.0,4.59,4.84
5.71,4.0,3.73
3.61,5.22,3.19
2.85,4.72,4.04
5.05,3.77,4.7
2.55,4.9,4.68
2.86,5.76,3.75
6.4,4.87,6.05
6.26,4.57,5.13
7.19,3.04,5.0
7.05,4.75,5.64
4.37,3.05,5.29
5.5,4.14,5.26
5.73,3.24,6.59
6.1,4.48,5.0
4.62,3.95,4.5
6.16,6.5,6.07
4.27,4.78,4.42
5.22,5.76,4.74
3.85,4.27,4.72
6.53,3.69,5.79
5.58,3.1,4.8
7.11,3.23,5.7
7.29,3.55,5.86
5.65,3.35,5.9
6.64,3.43,5.0
4.95,3.71,5.96
3.43,3.61,5.44
4.58,4.17,5.21
3.95,4.14,3.64
4.65,4.61,5.63
4.45,3.88,4.96
4.1,2.83,3.57
4.9,4.64,3.95
6.38,4.74,4.25
3.63,5.23,3.61
3.79,5.06,2.71
5.0,3.08,4.68
5.33,3.52,5.37
6.33,4.4,5.05
5.15,3.75,5.44
5.22,3.25,4.72
4.38,3.75,5.38
6.86,4.08,6.17
4.24,4.36,6.33
6.36,4.05,5.59
6.05,4.83,5.0
6.63,4.64,5.82
5.45,4.29,5.19
5.38,3.6,6.33
5.38,5.0,4.36
6.0,4.57,5.52
4.71,4.0,4.9
5.05,4.0,3.93
4.74,3.71,4.29
5.95,4.62,5.76
5.29,4.55,5.64
3.57,3.68,5.0
3.58,4.86,3.75
3.81,4.67,3.69
2.84,5.32,3.59
6.05,4.79,4.25
4.48,5.42,5.4
4.47,3.23,5.08
6.68,4.86,6.39
4.68,4.38,4.75
3.9,4.55,4.64
2.47,5.71,3.14
4.73,4.48,4.05
3.14,5.48,3.0
2.84,6.24,3.94
2.1,7.11,3.42
5.68,5.5,4.5
6.09,4.42,5.71
6.71,4.17,6.11
4.38,5.65,4.28
6.45,3.81,6.18
3.58,4.24,4.5
5.24,4.75,6.0
4.05,4.46,5.08
5.33,5.15,4.8
6.53,4.67,5.35
4.26,4.05,5.95
4.95,5.08,4.29
4.89,2.96,6.0
5.1,3.22,5.19
6.38,4.1,5.95
8.05,6.9,6.19
4.95,4.89,5.31
5.29,5.3,5.83
7.23,5.33,5.91
3.25,3.8,4.33
3.55,5.09,3.0
3.8,4.55,4.96
7.05,3.13,6.41
6.1,3.38,6.06
4.57,4.0,4.0
5.58,3.61,6.0
5.16,3.48,5.83
5.52,3.55,5.62
5.59,3.09,5.9
6.26,3.0,6.47
6.7,4.22,7.0
7.19,4.25,7.15
6.67,2.47,5.32
4.74,5.57,5.14
4.1,3.77,5.3
5.91,4.57,5.14
4.84,3.45,5.68
6.53,4.7,6.25
4.52,3.39,4.85
5.3,3.95,6.24
5.25,4.35,5.17
3.68,4.69,5.0
5.56,4.85,5.56
5.89,3.52,5.08
5.63,5.43,5.3
5.0,5.08,5.15
5.63,3.95,5.4
5.33,3.23,5.24
4.68,4.3,4.74
4.0,4.39,4.84
2.95,3.65,4.96
2.77,2.58,5.04
2.71,2.85,6.05
7.33,3.9,3.78
4.1,2.91,5.28
5.0,3.45,5.22
5.18,4.55,6.16
6.44,4.7,5.0
4.76,4.43,4.65
2.86,4.68,4.73
5.77,3.25,5.73
5.55,3.0,4.81
4.44,4.2,4.22
5.47,3.32,5.88
4.5,4.48,5.0
5.37,3.61,5.0
3.61,3.19,3.44
5.71,4.3,4.64
3.4,4.57,3.3
6.1,4.68,6.15
4.37,4.33,5.29
6.64,4.54,5.54
4.05,5.55,4.85
4.75,4.17,3.95
6.27,4.43,6.16
4.37,4.85,5.45
6.67,3.33,5.76
5.7,5.95,5.69
3.9,3.67,5.3
6.1,4.33,5.88
4.4,3.5,6.19
5.46,3.85,5.95
3.21,3.57,4.5
3.25,3.67,5.04
5.67,3.21,5.58
5.18,3.64,5.35
6.68,4.05,5.2
5.33,2.67,4.67
5.5,4.21,4.95
5.21,4.14,5.64
5.05,4.52,5.96
4.47,5.73,5.63
5.84,4.11,5.5
4.2,5.0,6.52
7.06,4.9,5.17
5.42,3.45,5.35
5.73,4.63,5.62
5.95,3.19,5.8
4.35,4.32,4.5
5.9,3.92,5.63
4.85,3.9,4.97
6.48,3.96,5.0
4.63,3.15,5.05
4.05,3.5,5.32
5.78,3.9,5.6
6.22,3.35,6.28
3.57,3.95,4.11
6.57,4.29,6.55
3.11,5.9,2.88
6.26,5.05,6.92
4.9,3.82,5.67
4.84,2.26,5.05
5.15,2.67,4.91
5.05,2.82,4.57
5.67,3.86,5.5
4.38,3.55,5.33
5.05,4.0,5.95
4.25,5.23,5.53
6.0,4.68,5.54
2.67,4.67,4.61
5.65,2.75,4.81
5.89,4.7,6.04
7.38,4.95,6.84
7.38,5.84,6.57
3.64,5.38,4.73
5.0,4.65,5.57
5.0,5.67,5.64
3.67,3.46,4.76
6.52,3.85,6.05
4.63,3.61,5.5
5.1,4.71,4.5
4.67,4.6,5.81
3.48,4.73,3.62
3.91,4.75,5.52
7.39,5.0,6.83
2.0,5.68,2.7
6.35,5.68,6.58
2.19,6.33,3.72
6.64,5.39,5.0
6.61,2.35,5.78
7.17,2.6,6.22
5.95,2.85,5.42
4.95,5.73,5.19
7.0,5.38,5.52
3.14,3.57,5.05
5.74,4.1,6.17
4.71,3.79,5.3
5.62,3.95,5.41
7.61,3.2,4.55
6.26,4.19,5.76
5.62,3.71,5.48
5.42,3.5,5.71
5.74,4.75,5.46
6.62,5.85,5.19
4.95,4.0,4.58
3.32,4.44,4.59
3.59,5.05,4.14
4.65,2.53,5.0
6.2,4.84,5.54
6.8,4.5,6.08
6.1,4.33,4.75
6.19,4.82,5.05
5.44,3.48,4.78
6.0,3.42,5.39
5.2,3.59,6.33
4.76,3.58,5.88
4.0,3.29,3.5
4.43,4.44,5.59
6.84,5.0,6.38
7.37,5.32,6.77
7.05,4.39,5.79
7.09,5.24,6.64
7.5,5.95,7.16
5.21,4.0,4.79
3.67,3.87,3.65
5.68,4.29,5.72
4.95,4.22,4.53
5.86,5.3,6.11
5.6,4.27,5.16
3.86,4.42,4.5
5.32,3.77,5.13
4.47,3.29,4.61
5.14,3.26,4.23
4.89,4.41,4.92
4.68,4.14,5.58
6.39,3.16,5.6
3.8,3.16,4.64
5.24,4.62,6.0
6.0,2.48,5.12
4.74,3.43,5.32
2.75,4.86,3.76
2.47,5.41,3.47
4.15,3.77,5.37
4.5,3.57,5.16
4.43,2.75,4.58
5.83,4.25,4.28
5.81,3.62,5.4
5.33,3.64,5.04
4.65,2.57,4.04
3.29,4.0,4.18
7.0,3.33,6.08
5.5,3.33,5.76
5.0,3.32,5.5
5.55,2.27,6.23
4.63,5.4,4.88
6.18,4.48,5.46
6.42,5.14,6.57
7.45,4.44,6.31
5.11,3.23,4.29
5.52,3.32,4.65
4.74,2.94,4.94
5.47,3.57,5.95
3.24,4.04,3.78
3.42,4.96,4.21
6.57,4.09,5.64
6.35,4.15,5.36
3.71,3.96,4.85
5.47,3.18,6.18
3.07,5.13,3.94
2.43,4.96,3.89
3.48,4.85,5.55
3.0,4.74,5.11
6.43,4.19,6.12
6.9,4.77,6.0
2.17,5.78,3.52
6.5,4.7,5.39
5.53,4.29,4.7
4.55,2.96,5.52
5.05,3.76,4.83
4.78,3.32,4.28
4.76,5.15,5.14
5.24,2.7,6.22
6.16,4.48,6.22
7.41,4.57,6.24
4.83,3.95,4.32
4.56,3.33,4.9
4.62,4.09,4.78
6.21,4.59,5.39
5.42,4.05,5.43
6.05,4.95,5.88
3.95,5.7,4.0
3.45,6.06,4.08
3.71,3.3,4.32
4.65,4.04,5.33
5.05,4.41,5.42
4.0,4.15,4.24
6.33,3.38,6.5
5.95,3.32,6.93
5.47,3.35,6.0
5.37,3.55,5.06
5.86,3.26,4.82
3.74,4.05,4.39
2.86,4.3,4.06
4.89,3.43,5.05
4.67,3.65,4.88
4.21,3.95,5.24
3.95,4.9,6.89
4.74,3.72,4.44
4.81,4.05,5.64
3.45,5.89,3.93
5.6,2.95,5.4
6.2,6.8,5.85
3.94,4.61,4.65
5.05,2.88,5.05
3.42,4.64,4.23
4.3,3.8,4.68
5.79,3.8,5.46
5.15,4.52,5.62
2.33,7.0,3.0
2.67,5.86,3.18
3.64,4.39,4.74
5.43,4.38,4.74
2.57,4.32,3.89
5.05,4.75,5.33
4.79,3.45,5.11
4.3,4.76,4.79
5.47,3.05,5.29
5.83,2.81,4.56
5.1,3.48,5.12
6.5,3.64,5.7
5.71,6.35,4.94
3.9,4.59,5.42
3.48,4.11,4.19
5.43,3.53,5.19
4.7,4.23,4.95
5.63,3.9,4.88
7.3,3.86,5.78
5.9,2.68,5.76
3.05,3.96,3.14
3.27,4.1,3.65
4.7,3.74,5.19
3.24,3.74,3.57
3.05,3.1,4.46
3.67,3.5,3.64
6.95,3.65,5.59
2.67,5.32,3.88
2.26,6.33,2.85
2.65,4.3,5.16
5.68,5.3,4.74
3.73,5.4,3.9
3.9,4.67,4.64
5.38,4.95,5.75
4.33,2.96,4.84
6.65,4.65,5.0
4.86,4.04,5.57
5.53,3.52,5.24
5.43,5.09,4.45
1.95,5.55,4.79
5.12,3.83,4.88
4.71,3.91,4.57
4.75,2.67,5.0
5.68,4.29,5.55
4.53,3.95,4.75
5.48,3.71,5.35
4.44,2.9,5.45
5.38,3.36,5.43
6.1,4.24,5.2
4.67,3.7,4.12
4.77,5.8,6.53
4.59,3.71,5.09
5.29,4.26,4.62
5.41,4.52,4.44
3.68,4.34,5.61
4.4,4.15,5.18
5.62,2.55,6.04
5.36,5.2,5.68
6.36,3.37,5.67
6.83,3.23,6.22
7.23,3.2,5.51
5.9,2.77,5.74
6.55,3.48,5.68
6.85,5.35,6.29
5.48,4.1,6.53
6.82,4.29,6.78
5.9,3.95,5.76
4.74,5.81,4.91
5.16,5.4,5.22
4.68,3.33,5.35
3.95,3.41,5.59
4.68,3.05,4.55
4.5,3.78,5.29
4.81,4.05,6.47
6.2,3.95,5.32
5.81,4.59,5.33
4.6,2.91,5.93
4.76,4.14,4.67
5.94,2.75,4.8
5.9,3.74,6.3
5.1,3.75,5.78
5.9,3.52,5.79
5.15,3.86,4.84
5.94,3.05,4.32
4.95,4.14,6.06
5.11,4.0,5.5
3.65,4.5,4.74
4.8,2.78,5.27
4.8,3.48,4.76
5.68,4.08,5.36
6.74,6.23,5.68
3.11,4.2,3.58
3.65,4.59,5.11
4.84,4.39,4.76
7.58,5.33,5.88
7.33,4.04,6.2
4.2,4.76,5.44
3.95,5.19,4.54
5.7,3.14,5.97
4.89,3.18,6.39
5.33,4.48,6.09
5.86,4.47,6.48
4.0,2.73,4.41
5.53,2.9,5.59
5.44,3.7,5.16
4.79,4.1,5.45
5.05,3.88,5.3
6.18,3.29,5.61
5.95,4.57,5.5
5.52,3.41,5.44
6.8,3.29,5.52
2.9,3.85,4.26
6.89,1.67,7.44
5.85,4.09,6.32
6.43,4.42,5.86
5.29,3.1,5.21
5.86,3.42,5.65
6.61,3.05,6.39
4.86,4.31,5.62
5.85,4.2,6.1
7.0,4.14,5.89
4.55,3.5,5.14
5.21,4.53,5.52
6.55,4.17,5.88
6.09,5.5,6.32
6.47,4.25,5.62
6.44,4.17,5.21
6.41,3.14,6.44
5.52,3.37,5.78
5.71,4.05,5.81
6.37,3.5,5.41
3.61,4.29,5.83
3.74,3.9,5.28
1.9,5.14,2.9
5.58,4.0,5.42
4.8,3.05,4.95
4.5,5.32,5.48
6.14,3.81,6.08
6.63,3.22,6.18
5.95,3.55,5.38
6.14,3.9,6.18
7.27,5.03,6.46
4.64,3.0,4.38
6.22,4.76,5.24
4.84,3.0,5.57
2.58,4.25,4.54
6.05,5.85,5.0
4.32,3.0,4.62
2.9,6.1,3.2
2.32,6.05,4.09
4.74,5.09,4.95
5.14,4.24,4.84
5.76,3.7,6.15
4.9,5.86,4.8
6.0,3.0,5.91
6.1,3.91,5.68
5.05,3.2,5.15
5.6,3.92,5.35
5.67,2.7,5.89
5.4,3.25,5.29
5.5,3.9,4.1
5.0,3.27,5.57
6.63,4.29,6.6
7.05,4.0,7.07
5.14,3.67,6.08
4.9,3.9,5.18
5.29,3.14,5.85
3.62,5.39,5.67
5.24,3.08,5.3
5.95,3.91,6.12
6.37,3.23,5.86
5.0,4.2,5.35
5.6,3.45,5.56
5.71,3.86,5.0
3.27,4.88,3.3
3.14,5.09,2.89
5.05,5.43,3.57
6.63,4.04,6.41
6.68,4.29,6.05
5.86,3.8,5.59
4.5,4.05,5.05
5.06,4.55,4.74
2.85,4.85,4.42
5.5,2.67,5.06
4.71,2.25,5.26
3.73,4.9,3.95
5.95,3.24,5.44
6.14,4.21,5.2
4.84,4.7,5.25
4.76,3.32,5.44
7.64,2.67,6.56
6.11,4.24,6.17
7.32,4.15,6.45
6.32,2.95,5.83
3.53,4.27,3.62
3.76,3.96,3.52
6.82,4.6,6.38
6.17,3.4,4.52
5.21,2.68,5.64
2.32,6.05,2.8
3.3,5.77,5.15
5.16,6.24,5.17
5.75,3.68,5.52
6.48,5.22,5.55
4.52,4.48,4.77
6.7,4.43,5.92
4.55,4.31,5.83
4.19,3.79,4.42
5.94,3.05,5.12
4.87,4.0,6.3
5.95,2.77,5.1
5.16,3.0,5.56
5.05,3.04,5.4
6.1,2.52,6.0
5.19,2.96,5.1
5.79,3.91,6.37
5.67,3.47,4.94
2.48,4.04,3.21
5.37,3.18,5.83
5.47,2.95,5.78
3.7,3.76,3.92
4.17,3.53,4.08
5.3,3.41,5.68
6.74,5.05,5.26
5.05,3.06,5.54
5.09,4.13,6.32
6.24,3.59,6.76
5.18,4.14,6.11
7.51,6.59,6.16
5.1,3.45,5.43
6.62,3.8,5.05
4.3,2.95,4.96
4.68,6.05,4.84
2.42,4.82,3.11
6.0,3.0,6.08
5.36,3.77,5.8
5.26,3.55,5.05
4.1,3.35,4.05
4.0,3.38,3.64
6.42,4.72,6.35
2.19,5.3,3.44
2.25,5.25,2.95
6.05,3.0,6.35
3.33,6.3,4.1
6.95,4.5,5.48
5.95,2.33,5.76
4.85,3.73,6.11
5.3,3.38,4.65
5.29,4.1,5.24
5.25,5.52,5.29
2.7,5.64,2.5
2.05,6.25,2.28
3.2,3.18,4.0
5.64,4.0,5.47
5.39,3.26,4.8
4.89,4.06,5.71
5.22,4.0,5.6
5.05,2.67,5.48
5.73,3.45,5.39
6.16,3.76,5.74
5.25,3.24,5.04
5.24,4.26,5.79
6.0,3.45,5.04
2.84,3.77,2.54
4.95,2.83,4.17
4.95,4.68,5.22
4.74,4.57,4.47
5.42,2.64,4.74
5.65,4.52,5.95
4.91,4.41,4.89
5.35,2.29,5.87
5.14,3.48,5.17
3.29,4.0,4.86
6.05,3.57,6.0
5.48,4.0,5.52
5.05,4.18,4.96
5.15,4.39,4.45
5.4,4.14,5.42
5.38,3.63,4.41
5.53,3.8,5.53
5.0,4.14,5.32
2.6,4.77,4.96
5.55,3.8,4.95
3.95,3.64,5.17
6.32,3.21,5.1
5.39,2.75,5.16
7.84,6.73,6.12
7.53,5.9,7.0
5.42,4.86,4.67
5.71,2.81,6.28
6.76,4.68,5.18
3.85,2.71,5.92
3.72,3.0,6.1
4.09,4.23,4.86
4.7,3.14,4.75
2.95,4.7,4.08
5.84,3.85,5.25
2.2,4.0,2.41
5.75,3.83,6.41
5.05,3.64,4.81
5.68,3.67,5.74
2.67,4.67,4.32
4.3,2.71,4.44
4.62,3.28,4.84
3.49,4.1,3.82
4.1,4.45,4.15
3.43,4.25,3.26
4.91,3.54,4.91
5.37,3.76,5.3
5.58,2.86,6.09
5.56,2.62,5.72
4.89,4.95,4.76
5.95,3.36,6.15
3.95,4.82,3.84
5.33,3.5,5.76
5.36,3.19,4.68
5.74,3.57,5.47
5.21,2.86,6.0
6.45,3.05,5.77
4.95,3.7,6.76
5.67,4.4,5.36
6.38,3.83,5.67
6.11,3.0,6.78
6.38,4.35,6.05
5.16,4.68,4.71
6.0,3.61,5.47
6.06,4.57,6.52
5.89,3.62,5.93
4.67,5.0,4.67
4.45,4.58,4.57
2.95,4.42,3.65
6.52,5.73,5.32
4.79,4.05,4.2
4.0,5.15,5.03
5.89,2.86,5.28
5.57,3.55,5.57
5.1,3.83,4.76
5.19,3.48,5.76
5.0,2.9,5.48
5.95,5.25,4.68
5.33,4.74,5.12
4.73,4.58,5.5
4.65,3.59,5.04
6.3,4.19,5.04
6.35,5.04,6.56
6.86,3.8,6.47
7.33,4.74,5.88
6.74,6.9,6.4
6.05,4.3,5.25
4.91,3.67,5.04
6.47,3.88,5.29
5.09,4.05,5.81
4.95,3.15,5.11
5.67,2.68,5.52
4.32,3.29,5.2
2.84,6.31,3.31
4.55,6.14,3.95
5.1,2.54,5.05
6.67,2.45,3.8
5.1,3.12,5.15
5.1,3.56,5.18
5.7,3.86,6.21
6.14,4.35,7.37
5.57,4.24,5.37
5.5,3.24,6.32
3.95,4.23,4.45
6.2,2.86,5.0
6.1,3.58,4.89
4.61,4.25,5.17
5.28,3.59,5.04
6.11,4.11,6.59
6.5,5.05,6.28
6.95,4.85,6.28
7.33,3.5,6.56
6.85,3.22,6.08
4.18,4.72,4.48
7.34,4.51,6.43
6.53,4.79,5.86
7.05,5.0,6.95
3.86,4.68,3.9
5.35,3.1,6.11
5.55,3.84,5.74
3.77,6.6,4.68
4.72,4.89,5.33
5.0,3.86,5.38
5.81,3.5,4.23
4.0,4.52,5.62
5.75,4.27,6.22
6.21,3.45,6.13
5.9,4.44,5.95
4.6,3.94,4.76
4.42,4.59,5.42
5.42,4.7,5.33
2.6,4.78,4.41
5.24,4.47,5.89
3.76,2.8,5.32
3.05,4.91,4.37
2.95,5.95,4.09
6.55,3.38,4.67
4.86,4.29,5.86
4.94,3.68,5.79
4.71,3.57,4.33
5.24,3.24,6.0
6.4,3.55,6.48
5.14,4.65,5.52
5.6,4.14,6.0
4.44,4.67,4.3
4.48,4.73,5.74
5.9,3.47,5.38
5.7,5.47,5.57
7.1,5.33,6.37
8.0,5.76,7.32
5.79,5.5,6.0
5.7,4.95,4.59
7.21,5.86,6.2
6.81,3.8,7.11
7.2,4.58,6.2
7.67,3.43,6.22
4.9,4.09,4.86
6.27,5.31,5.43
6.15,3.05,6.67
4.89,3.41,3.78
4.95,3.95,5.4
5.74,4.59,5.12
1.5,4.82,3.15
2.25,5.05,2.65
6.75,4.14,7.32
7.05,4.91,5.63
5.29,3.22,5.62
5.05,2.86,5.0
5.18,4.95,6.58
5.68,3.43,5.63
5.58,3.8,6.48
5.37,3.82,5.53
6.47,5.1,6.04
5.86,4.04,5.32
6.17,3.2,5.22
3.19,5.19,2.86
2.76,4.8,3.11
5.83,3.25,4.89
6.0,4.68,5.14
7.2,5.33,5.2
6.62,5.62,5.14
6.65,3.73,5.3
4.89,5.0,4.38
3.57,3.29,5.8
5.9,5.15,5.14
6.36,5.09,5.95
4.45,4.62,6.3
5.16,3.25,5.55
4.67,5.64,4.33
4.41,5.0,4.74
6.05,4.1,6.21
4.89,2.45,5.19
6.0,3.8,4.95
6.39,3.9,5.28
5.07,3.84,5.48
6.15,4.43,5.56
6.32,2.75,4.58
7.33,3.8,4.96
5.95,4.75,5.18
5.3,4.29,4.68
5.9,4.15,5.58
5.25,3.55,5.19
4.32,3.95,5.0
6.0,3.88,5.74
6.7,3.95,5.81
4.32,4.36,5.85
3.84,4.43,5.5
3.0,6.15,4.19
7.63,5.14,5.88
6.36,3.52,6.56
6.15,3.29,4.68
2.42,5.3,3.74
2.68,4.0,4.35
3.76,3.05,5.95
6.0,3.6,6.83
5.29,3.4,5.53
4.6,4.43,5.76
5.05,3.55,5.44
4.8,5.05,4.85
5.75,2.72,5.35
3.9,4.8,5.08
5.32,4.09,5.67
5.95,5.82,6.05
6.0,4.2,5.26
6.16,4.17,5.89
6.0,3.91,6.24
5.7,3.1,4.77
5.8,3.83,5.73
8.37,5.9,6.14
6.26,4.0,5.25
4.8,2.9,5.08
4.95,2.88,3.59
3.86,4.91,4.26
6.1,3.59,5.71
4.33,4.88,5.11
5.06,3.95,5.04
7.1,5.3,5.71
5.2,3.19,5.68
5.3,4.18,6.0
5.95,4.21,6.23
4.1,3.95,4.05
4.67,4.0,5.48
4.1,3.41,4.14
5.21,3.63,5.04
4.84,4.28,4.35
4.05,2.71,5.45
5.05,3.38,5.18
5.6,3.41,5.84
4.4,4.27,6.16
3.0,4.0,5.05
5.81,2.95,5.64
4.47,3.3,5.0
4.8,3.91,5.76
6.86,6.05,5.94
6.05,4.35,5.96
5.43,4.0,6.04
6.75,3.72,5.91
5.71,4.55,5.53
5.76,3.33,5.38
4.82,4.35,5.56
4.4,3.33,5.62
5.47,3.4,5.25
5.19,4.0,5.68
5.71,4.05,5.59
5.47,4.29,5.32
4.11,4.73,3.32
5.24,2.71,5.3
5.0,3.41,5.5
4.0,4.5,5.05
5.0,4.0,5.42
5.85,5.45,4.94
5.32,4.6,5.39
1.86,4.76,3.82
5.61,3.85,5.56
3.7,3.8,3.86
4.95,4.0,6.19
6.43,2.63,5.95
7.24,5.58,5.89
6.36,4.16,6.46
6.12,5.08,5.04
5.7,4.57,5.38
5.74,3.5,5.5
5.33,3.85,5.05
5.8,2.95,6.04
5.48,3.7,5.58
5.87,3.18,5.95
6.2,3.7,6.0
6.48,3.23,6.52
5.15,3.9,6.06
5.79,5.35,5.5
4.7,3.36,5.32
4.6,4.17,5.4
3.81,2.95,3.45
4.6,5.05,4.58
5.2,3.78,4.35
5.67,3.95,4.33
4.1,4.61,5.35
6.05,5.15,6.19
5.16,4.45,5.26
6.06,3.25,5.64
6.0,2.85,6.04
4.74,3.06,5.06
7.26,3.64,6.59
3.96,5.67,4.32
5.19,3.52,5.47
5.73,4.43,5.24
6.32,3.62,6.29
5.79,4.78,5.75
6.79,3.75,6.25
4.77,3.45,5.74
5.53,4.61,4.68
5.6,4.25,6.35
5.95,3.32,5.61
5.57,4.0,5.05
6.63,4.14,6.21
4.05,5.04,4.79
4.9,3.32,4.8
2.9,5.33,3.71
2.95,6.19,3.15
4.42,4.0,5.25
4.65,3.65,3.8
5.45,3.84,5.64
7.09,3.57,6.11
5.8,3.17,6.14
7.21,4.05,6.95
6.65,4.53,6.42
6.4,3.61,6.24
6.85,4.5,6.27
4.86,3.04,6.6
6.14,2.71,6.17
6.62,4.5,5.5
4.24,3.61,5.42
5.53,6.29,5.71
4.95,5.1,5.44
4.36,3.54,4.57
5.15,3.3,5.48
3.68,4.11,4.53
4.8,2.95,5.16
4.65,3.18,4.43
4.65,3.15,4.77
4.76,3.85,5.24
7.36,5.25,7.0
6.95,5.55,7.1
5.7,2.81,5.52
5.32,3.62,5.96
5.22,2.95,4.83
5.1,3.74,5.89
4.77,5.18,4.09
5.8,3.95,4.0
7.53,6.83,6.21
5.62,3.95,5.61
6.0,4.45,5.33
4.85,4.0,5.09
4.8,4.0,4.63
3.39,4.04,4.29
4.95,2.95,4.52
4.82,4.1,4.7
5.0,4.68,5.1
5.36,2.9,5.37
4.75,2.67,6.59
5.67,3.44,5.25
5.1,4.15,5.95
4.06,4.42,4.6
5.57,5.65,6.08
5.95,4.1,5.13
4.95,3.81,5.21
4.95,2.95,5.45
4.0,4.43,4.15
5.65,3.35,5.24
5.58,4.23,5.48
3.58,3.5,4.57
2.95,3.23,3.58
4.18,3.95,5.0
4.29,4.86,4.32
5.23,3.81,5.94
6.85,3.9,6.48
5.1,3.55,6.63
5.21,3.19,5.7
2.95,4.17,3.71
6.2,2.58,5.4
5.74,3.64,5.61
6.77,3.14,5.47
5.23,4.31,5.88
6.37,4.44,6.72
6.2,2.81,4.79
6.76,2.27,5.09
4.89,3.36,3.65
5.24,4.48,4.59
5.53,3.32,5.54
5.37,3.06,5.41
5.36,4.94,4.38
6.5,3.76,5.11
6.47,3.77,5.74
4.75,3.9,4.81
5.38,3.52,5.39
3.5,3.75,3.59
3.92,3.25,4.36
4.14,4.12,4.0
4.4,4.1,4.88
5.05,4.21,4.89
4.8,4.04,5.19
3.67,3.68,3.19
5.72,3.35,4.11
5.22,3.05,4.28
4.56,2.55,4.88
4.9,3.9,5.6
4.5,3.66,5.16
5.9,4.17,5.78
6.21,4.3,5.05
5.48,3.39,5.12
7.5,3.45,5.0
5.29,3.1,6.68
5.25,3.59,5.63
5.26,4.48,5.05
5.63,3.35,6.17
6.0,2.92,4.79
4.42,5.71,3.74
3.05,4.5,3.56
5.05,5.74,5.5
4.14,4.04,4.56
3.95,4.45,4.38
5.53,4.9,5.61
2.46,5.22,3.57
2.91,6.09,4.42
6.95,5.6,5.86
3.45,5.8,5.27
7.33,5.0,6.32
6.55,4.67,5.76
5.22,2.85,4.41
5.21,3.95,5.37
4.67,2.76,4.83
4.85,4.72,3.0
5.16,3.05,4.95
5.24,3.45,4.62
5.68,3.62,4.48
3.32,5.45,5.87
3.5,4.33,5.12
5.95,3.48,5.92
7.0,5.1,6.12
5.86,3.72,5.29
7.25,3.55,5.58
5.26,3.61,5.59
2.63,4.3,3.72
4.55,4.0,5.16
4.85,4.81,5.42
5.68,5.27,6.47
5.95,3.09,5.96
4.94,3.72,4.82
6.55,3.13,6.24
5.27,3.88,5.25
5.58,3.86,4.64
5.68,4.15,4.46
6.55,4.3,5.53
6.62,4.45,5.67
5.67,4.29,6.0
4.32,3.55,5.17
4.9,3.45,6.38
2.95,2.89,2.95
5.56,4.06,5.94
6.15,4.3,6.23
5.19,4.39,6.21
4.91,4.73,5.45
5.05,3.44,4.53
4.26,3.8,4.8
3.37,6.14,3.74
4.95,3.33,4.63
5.1,2.86,5.41
4.11,3.9,5.55
5.26,3.5,5.7
5.9,3.14,5.48
5.9,4.44,6.9
5.19,2.86,5.4
5.27,4.91,5.47
6.44,4.0,5.89
5.3,4.95,5.85
3.1,4.33,3.95
6.8,3.68,5.79
2.95,5.9,2.57
6.05,3.6,5.44
4.04,3.64,4.7
